V1,V2,V3,V4
0.00190069820504568,0.0239520103992659,0.00033908964855478,0.0485063844339223
0.000580011220558618,0.0115932608677828,7.33376259172136e-05,0.0276888142764041
0.000112687341797701,0.000229855174374127,0.00329086275133916,0.00137319451878815
0.0469126441157113,0.337384753126379,0.0317430629642431,0.0654744612595483
4.47740688969134e-07,0.000299081895635323,1.31186705928377e-05,4.88955479438502e-07
5.96385180721137e-05,0.0027346489619593,0.00281530927366036,2.28654091523062e-05
0.000771868726593405,0.00174153627597706,0.0076347831631508,0.00653836484525017
8.59780372297614e-06,1.38030981755577e-07,0.000513366794915648,0.00972752114297903
8.99215955030286e-08,1.8181957616159e-06,7.75551628817706e-06,4.17249192208313e-06
0.00277950620482426,0.000474146511567519,0.102896947278601,0.017339156424713
0.000355531323550928,0.020404522111188,0.00130115587699908,0.000424411887942178
0.000755625649465186,0.0237254499036217,0.00576274806710386,0.000460346771858688
0.00423768778020228,0.0243003417234942,0.0288947485625188,0.00556762579586134
0.000604934134526003,0.00656772525139626,0.00083824451568959,0.00847819682926054
7.04364146786318e-07,0.000171916498377334,1.77784266950365e-05,2.17547838354815e-06
7.56691678587273e-05,0.0286946960581349,6.80937428966244e-05,0.000104841478593909
6.05443593482136e-06,9.27324163217946e-05,0.000421976618574238,2.86440566269475e-05
6.54940357502909e-09,3.28455503306735e-06,2.68815161819091e-06,8.61268734109188e-09
8.57394641320397e-05,0.00019036882545187,9.62279793935705e-05,0.0187976486982232
1.677084627838e-07,5.18201516537253e-05,4.27811587566662e-06,1.07665779025545e-06
1.7226214232835e-06,0.000103561781014783,9.33614425435714e-06,6.05083461399092e-05
2.39088417773869e-05,7.52191368663668e-05,8.36425139604247e-05,0.00379097804476514
0.000401407117648023,0.000513580797061652,0.00816803682417477,0.00417650826859073
0.000367044360318314,0.00405290462472907,0.00145337443490434,0.00281579747924898
5.24164887083511e-06,0.000115298436873856,2.38270725536616e-05,0.000300476532175575
0.00119285795530844,0.000851136278758768,0.0252510374452901,0.00867259065162918
3.30412599425234e-05,0.00170334936210625,0.00339050299049648,5.95237401013193e-06
0.00171074208291333,0.00364740841998923,0.0030533204764851,0.0402118768363674
1.27908450497927e-08,4.34707372320986e-08,1.00717579020193e-05,1.04355487318131e-06
3.49953320644136e-06,6.49431412536039e-07,9.94856787648324e-05,0.00272888121322046
1.03493323214687e-05,9.27619749968578e-06,0.00586579736283077,4.72464618439528e-05
0.00445660608447274,0.0114027342037576,0.00295863915330974,0.0960051164439998
0.00186254118794704,0.0258207065779402,0.00393499609252568,0.00587369590545261
4.5775500612244e-07,6.3150169871129e-08,9.2439066069705e-05,0.000255909522608899
0.00187655124042108,0.00297068128034628,0.00330852023456807,0.0521274621829817
5.34417924901165e-05,0.00242689732509316,2.19988836863694e-05,0.00240780867255275
0.0360128375462541,0.00177329811002414,0.886587125332984,0.0621243158363851
1.39309056015335e-05,0.00104653034297375,9.55540986663506e-05,7.61826213152572e-05
6.89690871080728e-09,5.42464063890691e-07,4.32912237613436e-07,5.56387395045377e-07
0.000284522453967373,0.00435934196878984,0.000178047581802954,0.00903742782686823
8.2974709939565e-06,5.7532202681676e-05,0.000238131453156654,0.000177624736029336
0.000515609359564739,0.00391249092164647,0.00345987520547941,0.00263539896063436
0.000103172265457752,0.000137827952225611,0.0103347361576777,0.000452182123601541
0.00170409753644551,0.00898278895165061,0.00909101474785334,0.00649916501048353
0.000623565857377661,0.000121963005772052,0.00861658600996296,0.0293354181135514
5.87887505343332e-08,4.3575177439692e-06,0.000540715764404065,3.14255532707364e-09
0.000228459302941575,0.00286426825238384,0.000350162505742935,0.00503373025656817
0.000132237924042822,0.00125797315565801,0.000229438946282245,0.00491202852230244
8.5670980309871e-07,1.61677976229235e-07,0.00424836675610263,6.50114868916418e-06
8.70561955523819e-07,0.000249665266055965,8.86322440440956e-07,3.9012438878383e-05
3.5511730888671e-05,0.000111892902640243,0.000113869355646168,0.00455539592994358
2.39316151157132e-05,2.87148725844899e-05,0.000363867087887826,0.00233421999237893
9.60658989801466e-07,1.97647058908235e-06,6.80961964076854e-05,0.000102944508868719
